ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0031640,killing of cells of another organism,33/2403,96/18994,0.34375,2.717098419,6.418894981,3.31E-08,1.16E-06,9.86E-07,Ccl20/Gbp5/Gbp7/Gbp3/Gbp2b/Gbp2/Pglyrp3/Ccl19/Fgl2/Ppbp/Cxcl1/Cxcl9/Cxcl10/Cxcl13/Tac1/Nkg7/Lyz3/Prf1/Ccl22/Ccl17/Gzmc/Gzmb/Camp/Nos2/Ccl8/Igtp/Irgm2/Ccl11/Gzma/Cxcl14/Ccl28/Apol11a/Trem1,33
GO:0141061,disruption of cell in another organism,33/2403,96/18994,0.34375,2.717098419,6.418894981,3.31E-08,1.16E-06,9.86E-07,Ccl20/Gbp5/Gbp7/Gbp3/Gbp2b/Gbp2/Pglyrp3/Ccl19/Fgl2/Ppbp/Cxcl1/Cxcl9/Cxcl10/Cxcl13/Tac1/Nkg7/Lyz3/Prf1/Ccl22/Ccl17/Gzmc/Gzmb/Camp/Nos2/Ccl8/Igtp/Irgm2/Ccl11/Gzma/Cxcl14/Ccl28/Apol11a/Trem1,33
GO:0002688,regulation of leukocyte chemotaxis,40/2403,129/18994,0.310077519,2.450941491,6.292942133,3.37E-08,1.18E-06,1.00E-06,Slamf1/Slamf8/Sell/Cxcr2/Thbs1/Edn3/Il12a/Csf1/S100a14/Ccl19/Stap1/Bst1/Ppbp/Cxcl10/Cxcl13/Serpine1/Klrk1/Ptn/Rarres2/C3ar1/Cx3cl1/Calr/Ptk2b/Gpr18/Ccr2/Cx3cr1/Ccl5/Ccl3/Ccl2/Ccl7/Mmp28/Edn1/Cxcl14/Pgf/Trem1/Fpr2/Pla2g7/Ccr6/Aif1/Cd74,40
GO:0002367,cytokine production involved in immune response,45/2403,154/18994,0.292207792,2.309694051,6.210508406,3.61E-08,1.25E-06,1.06E-06,Tnfsf4/Slamf1/Slamf9/Fcer1a/Il1r1/Il10/B2m/Gata3/Prg2/Rasgrp1/Tlr7/Tlr2/Il21/Cd160/Il12a/Rigi/Tnfrsf14/P2rx7/Fosl2/Il6/Clnk/Gimap3/Nod1/Irf5/Pycard/Calhm6/Nepn/Tlr3/Bst2/Htr2a/Lacc1/Tlr9/Ccr2/Casp1/Casp4/Epx/Scimp/Tbx21/Il31ra/Rsad2/Trem1/H2-M3/Tnf/H2-T23/Cd74,45
GO:0002429,immune response-activating cell surface receptor signaling pathway,70/2403,289/18994,0.242214533,1.914533016,5.962204139,4.39E-08,1.51E-06,1.29E-06,Rab7b/Rab29/Cd28/Cd247/Lax1/Zap70/Ptprc/Fcnb/Sla2/Nfatc2/Nmi/Gata3/Fcna/Nr1h3/Sh2d1a/Bmx/Tlr2/Cd160/S100a14/Lck/Themis2/Ermap/Pde4b/Fyb2/Stap1/Oas1h/Oas1g/Oas1a/Fosl2/Card11/Oas1e/Oas1b/Pvrig/Klrk1/Klrc3/Klri1/Klri2/Tnip3/Ptpn6/C3ar1/Lat/Cd19/Kcnn4/Cd79a/Themis/Nepn/Blk/Acod1/Rnf31/Thy1/Cd3e/Plscr2/Ifi35/Scimp/Skap1/Lcp2/Btn2a2/Pde4d/Gpr33/Fyb1/Gcsam/Trat1/Fpr2/Ubash3a/Btnl4/Btnl6/Ticam2/Cd14/Pik3ap1/Ms4a1,70
GO:0002690,positive regulation of leukocyte chemotaxis,34/2403,102/18994,0.333333333,2.634762103,6.30018158,4.92E-08,1.69E-06,1.43E-06,Slamf1/Sell/Cxcr2/Thbs1/Edn3/Il12a/Csf1/S100a14/Ccl19/Ppbp/Cxcl10/Cxcl13/Serpine1/Ptn/Rarres2/C3ar1/Cx3cl1/Calr/Ptk2b/Ccr2/Cx3cr1/Ccl5/Ccl3/Ccl2/Ccl7/Edn1/Cxcl14/Pgf/Trem1/Fpr2/Pla2g7/Ccr6/Aif1/Cd74,34
GO:0002399,MHC class II protein complex assembly,Oct-03,12/18994,0.833333333,6.586905257,7.367638913,5.35E-08,1.81E-06,1.54E-06,B2m/H2-DMa/H2-DMb2/H2-DMb1/H2-Ob/H2-Ab1/H2-Aa/H2-Eb1/H2-Oa/H2-Eb2,10
GO:0002503,peptide antigen assembly with MHC class II protein complex,Oct-03,12/18994,0.833333333,6.586905257,7.367638913,5.35E-08,1.81E-06,1.54E-06,B2m/H2-DMa/H2-DMb2/H2-DMb1/H2-Ob/H2-Ab1/H2-Aa/H2-Eb1/H2-Oa/H2-Eb2,10
GO:0018149,peptide cross-linking,16/2403,29/18994,0.551724138,4.36098555,6.893290936,5.46E-08,1.84E-06,1.56E-06,Col3a1/Fn1/Thbs1/Epb42/Tgm2/Tgm1/Tgm4/Stfa2l1/Cstdc4/Csta2/Stfa1/Cstdc6/Cstdc5/Stfa2/Stfa3/Anxa1,16
GO:0051303,establishment of chromosome localization,36/2403,112/18994,0.321428571,2.540663456,6.223435374,5.80E-08,1.94E-06,1.65E-06,Cenpf/Nsl1/Nuf2/Kif14/Fam83d/Kif18a/Knl1/Knstrn/Spo11/Cenpe/Ect2/Psrc1/Cdca8/Kif2c/Ankrd53/Kif22/Cdk1/Atm/Ttk/Spc24/Ska2/Tex14/Spag5/Aurkb/Birc5/Spdl1/Ccnb1/Racgap1/Spice1/Sgo1/Ndc80/Kifc5b/Kifc1/Ska1/Majin/Cdca5,36
GO:0050830,defense response to Gram-positive bacterium,39/2403,127/18994,0.307086614,2.42730052,6.141907163,6.68E-08,2.22E-06,1.89E-06,Il17a/Il17f/Hck/B2m/Tlr2/Gbp7/Gbp3/Gbp2b/Gbp2/Pglyrp3/Tnfrsf14/P2rx7/Gbp8/Gbp9/Gbp4/Gbp10/Gbp6/Gbp11/Reg3b/Nod1/Klrk1/Tac1/Rarres2/Pycard/Lyz3/Il27ra/Ear1/Rnase12/Rnase6/Rnase2b/Ear6/Rnase2a/Camp/Casp4/Gsdmd/Pglyrp2/Tnf/H2-T23/Mpeg1,39
GO:0002366,leukocyte activation involved in immune response,73/2403,309/18994,0.236245955,1.867355665,5.850153963,6.76E-08,2.24E-06,1.90E-06,Exo1/Dock10/Stat4/Tnfsf4/Cd28/Fcgr4/Slamf1/Fcer1a/Slamf6/Ly9/Il10/Ptprc/Cd40/Ptgds/Nmi/Gata3/Rasgrp1/Cd40lg/Gata1/Il21/Cd160/Stxbp3/Pglyrp3/Ptafr/Ccl19/Fgl2/Pf4/Il6/Clnk/Cd69/Ptpn6/Lat/Cd19/Il27/Pycard/Mrgprb1/Spn/Ascl2/Itgal/Cd177/Nkg7/Irf8/Il27ra/Ptk2b/Dnase1l3/Ccr2/Parp3/Cx3cr1/Ifi35/Lgals9/Slfn2/Tbx21/Ccl3/Tac4/Grn/Il13/Irf1/Cd180/Batf/Lgals1/H2-DMb2/H2-DMb1/H2-M3/Dll1/Rnf8/Pglyrp2/Ccr6/Tnf/Rab44/Grp/Cd74/Ms4a2/Anxa1,73
GO:0032680,regulation of tumor necrosis factor production,52/2403,194/18994,0.268041237,2.118674681,5.960231616,7.71E-08,2.54E-06,2.16E-06,Il17a/Slamf1/Il10/Ptprc/Ifih1/Thbs1/C1qtnf4/Rasgrp1/Cybb/Tlr2/Cd2/Ptafr/Rigi/Ccl19/Oas1h/Oas1g/Oas1a/Oas2/Oas3/Oas1e/Oas1b/Il6/Clec4a2/Nod1/Ptpn6/Clec4a3/Clec4a4/Chrna7/Pycard/Kcnn4/Trim30a/Spn/Lilra5/Akap12/Ifngr1/Tlr3/Cd209b/Cx3cl1/Il27ra/Gpr18/Tlr9/Ccr2/Ccr5/Cx3cr1/Tmem106a/Lgals9/Ccl3/Ccl4/Ccl2/H2-T23/Cidea/Cd14,52
GO:0001818,negative regulation of cytokine production,73/2403,310/18994,0.235483871,1.861331937,5.819073679,7.77E-08,2.54E-06,2.16E-06,Inhbb/Tnfsf4/Fn1/Slamf1/Il1r2/Prg4/Il10/Ptprc/Siglec1/Thbs1/Nmi/Gata3/Prg2/Mertk/Gpr174/Tlr2/Gbp7/Il12a/Pglyrp3/Gbp4/Oas1h/Oas1g/Oas1a/Oas3/Oas1e/Oas1b/Il6/Clec4a2/Gimap3/Ptpn6/Lag3/Clec4a3/Clec4a4/Ezh2/Chrna7/Pycard/Trim30a/Lilra5/Ido1/Cx3cl1/Bst2/N4bp1/Il27ra/Fgfr1/Gpr18/Acod1/Muc16/Pml/Il20rb/Cx3cr1/Lgals9/Igtp/Irgm2/Epx/Xaf1/Tbx21/Il13/Irgm1/Dhx58/Btn2a2/Fgfr4/C1qtnf3/Tigit/Mefv/Apod/Dll1/Pglyrp2/Tnf/Rnf125/Cidea/Ticam2/Cd274/Anxa1,73
GO:0032640,tumor necrosis factor production,53/2403,200/18994,0.265,2.094635872,5.922600658,8.72E-08,2.84E-06,2.41E-06,Il17a/Slamf1/Slamf9/Il10/Ptprc/Ifih1/Thbs1/C1qtnf4/Rasgrp1/Cybb/Tlr2/Cd2/Ptafr/Rigi/Ccl19/Oas1h/Oas1g/Oas1a/Oas2/Oas3/Oas1e/Oas1b/Il6/Clec4a2/Nod1/Ptpn6/Clec4a3/Clec4a4/Chrna7/Pycard/Kcnn4/Trim30a/Spn/Lilra5/Akap12/Ifngr1/Tlr3/Cd209b/Cx3cl1/Il27ra/Gpr18/Tlr9/Ccr2/Ccr5/Cx3cr1/Tmem106a/Lgals9/Ccl3/Ccl4/Ccl2/H2-T23/Cidea/Cd14,53
GO:0051310,metaphase chromosome alignment,33/2403,100/18994,0.33,2.608414482,6.137244242,1.01E-07,3.28E-06,2.79E-06,Cenpf/Nsl1/Nuf2/Kif14/Fam83d/Kif18a/Knl1/Knstrn/Cenpe/Ect2/Psrc1/Cdca8/Kif2c/Ankrd53/Kif22/Cdk1/Ttk/Spc24/Ska2/Tex14/Spag5/Aurkb/Birc5/Spdl1/Ccnb1/Racgap1/Spice1/Sgo1/Ndc80/Kifc5b/Kifc1/Ska1/Cdca5,33
GO:0002263,cell activation involved in immune response,73/2403,313/18994,0.233226837,1.843491695,5.726513743,1.17E-07,3.77E-06,3.21E-06,Exo1/Dock10/Stat4/Tnfsf4/Cd28/Fcgr4/Slamf1/Fcer1a/Slamf6/Ly9/Il10/Ptprc/Cd40/Ptgds/Nmi/Gata3/Rasgrp1/Cd40lg/Gata1/Il21/Cd160/Stxbp3/Pglyrp3/Ptafr/Ccl19/Fgl2/Pf4/Il6/Clnk/Cd69/Ptpn6/Lat/Cd19/Il27/Pycard/Mrgprb1/Spn/Ascl2/Itgal/Cd177/Nkg7/Irf8/Il27ra/Ptk2b/Dnase1l3/Ccr2/Parp3/Cx3cr1/Ifi35/Lgals9/Slfn2/Tbx21/Ccl3/Tac4/Grn/Il13/Irf1/Cd180/Batf/Lgals1/H2-DMb2/H2-DMb1/H2-M3/Dll1/Rnf8/Pglyrp2/Ccr6/Tnf/Rab44/Grp/Cd74/Ms4a2/Anxa1,73
GO:1901991,negative regulation of mitotic cell cycle phase transition,50/2403,186/18994,0.268817204,2.124808148,5.866796246,1.23E-07,3.94E-06,3.35E-06,Nabp1/Dtl/Nuf2/Bard1/Rbl1/Bub1b/Knl1/Bub1/Creb3l1/Cenpe/Ints3/Cdc20/Cdca8/Clspn/Cdkn2b/Kntc1/Mad2l1/Ezh2/Ticrr/Plk1/Ccnd1/Usp44/E2f7/Fbxo5/Cdk1/Zc3h12d/Fbxo31/Fam107a/Atm/Ttk/Pml/Spc24/Mir26a-1/Zwilch/Cdc6/Brca1/Slfn1/Tex14/Haspin/Aurkb/Birc5/Spdl1/Btn2a2/Trip13/Ccnb1/Gen1/Gpr132/Ndc80/Ier3/Ska1,50
GO:0002717,positive regulation of natural killer cell mediated immunity,19/2403,41/18994,0.463414634,3.662961948,6.496138799,1.24E-07,3.94E-06,3.35E-06,Slamf6/Rasgrp1/Sh2d1a/Il21/Cd160/Il12a/Clnk/Gimap3/Klrk1/Klrc3/Klri1/Klri2/Klrb1c/Lag3/Ulbp1/Raet1e/Crtam/H2-M3/H2-T23,19
GO:0140374,antiviral innate immune response,25/2403,65/18994,0.384615385,3.040110119,6.270235326,1.25E-07,3.96E-06,3.37E-06,Ifih1/Zbp1/Rigi/Cxcl10/Oas1h/Oas1g/Oas1a/Oas2/Oas3/Oas1e/Oas1b/Oasl2/Oasl1/Usp18/Usp44/Rnf135/Nlrp1a/Nlrp1b/Dhx58/Eif2ak2/Tnf/Sting1/Ifit2/Ifit3/Ifit3b,25
GO:0007093,mitotic cell cycle checkpoint signaling,44/2403,155/18994,0.283870968,2.243797404,5.917305066,1.29E-07,4.06E-06,3.45E-06,Nabp1/Dtl/Nuf2/Bard1/Bub1b/Knl1/Bub1/Creb3l1/Cenpe/Ints3/Cdc20/Cdca8/Clspn/Stil/Kntc1/Chek2/Mad2l1/Fancd2/Ticrr/Plk1/Ccnd1/Usp44/E2f7/Cdk1/Fbxo31/Atm/Ttk/Pml/Spc24/Zwilch/Cdc6/Brca1/Tex14/Haspin/Eme1/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Gen1/Ndc80/Ier3/Ska1,44
GO:0019730,antimicrobial humoral response,43/2403,150/18994,0.286666667,2.265895409,5.92371689,1.31E-07,4.12E-06,3.51E-06,Ccl20/Il17a/Il17f/B2m/Wfdc10/Wfdc3/Pglyrp3/S100a9/Ccl19/Ppbp/Pf4/Cxcl3/Cxcl1/Cxcl2/Cxcl9/Cxcl10/Ccl24/Cxcl13/Reg3b/Tac1/Rarres2/Lgals4/Ccl22/Cx3cl1/Ccl17/Rnase6/Acod1/Camp/Ccl8/Ccl5/Ccl6/Ccl3/Ccl4/Ccl2/Ccl7/Ccl11/Wfdc17/Wfdc21/Cxcl14/Ccl28/Ighg2c/H2-T23/Tslp,43
GO:0002698,negative regulation of immune effector process,41/2403,140/18994,0.292857143,2.314826705,5.942486045,1.35E-07,4.20E-06,3.57E-06,Dusp10/Tnfsf4/Pdcd1/Slamf1/Slamf8/Il10/Ptprc/Serping1/Prg2/Pglyrp3/Fgl2/Pf4/Clec2d/Cd69/A2m/Klrb1b/Ptpn6/Spn/Ascl2/Siglecg/Bst2/Il20rb/Ccr2/Parp3/Cx3cr1/Lgals9/Epx/Tbx21/Grn/Irf1/Serpinb9/Lgals1/Muc4/Tap1/Tap2/H2-M3/Pglyrp2/Tnf/H2-T23/Cd274/Anxa1,41
GO:0052547,regulation of peptidase activity,82/2403,367/18994,0.223433243,1.76608032,5.639924215,1.44E-07,4.48E-06,3.81E-06,Stat1/Cflar/Fasl/Serpinb5/Serpinb11/Serpinb7/Serpinb8/Ifi206/Ifi214/Ifi213/Ifi209/Ifi207/Mndal/Ifi203/Pi15/Wfdc3/Mmp9/Thbs1/Serping1/Cst7/Cst8/Gpc3/Timp1/Efna1/Efna3/Tnfsf10/Sfrp2/S100a8/S100a9/Lck/Epha7/Spink4/Cldn4/Serpine1/A2ml1/Nod1/Aqp1/Snca/A2m/Htra2/Tfpi2/Pycard/Plaur/Wfdc1/Psme1/Psme2/Pml/Ngp/Casp1/Wnt9a/P2rx1/Grn/Birc5/Serpinb9/Prr7/Serpina3b/Serpina3f/Serpina3g/Serpina3i/Papln/Nr4a1/Mefv/Stfa2l1/Cstdc4/Csta2/Stfa1/Cstdc6/Cstdc5/Stfa2/Stfa3/Prss22/Psmb9/Psmb8/Xdh/Nlrc4/Bak1/Pi16/Tnf/Wfikkn1/Spink1/Spink5/Slc1a1,82
GO:0071675,regulation of mononuclear cell migration,42/2403,146/18994,0.287671233,2.273835787,5.88023422,1.65E-07,5.08E-06,4.32E-06,Ccl20/Tnfsf4/Slamf1/Slamf8/Itga4/Thbs1/Il12a/Csf1/S100a14/Tnfrsf14/Stap1/Cxcl10/Cxcl13/Serpine1/Cd69/Klrk1/Rarres2/C3ar1/Pycard/Spn/Ascl2/Cx3cl1/Il27ra/Calr/Ptk2b/Ccr2/Pdgfd/Cx3cr1/Lgals9/Ccl5/Ccl3/Ccl2/Ccl7/Mmp28/Cxcl14/Gcsam/Apod/Trem1/Fpr2/Pla2g7/Ccr6/Aif1,42
GO:0002718,regulation of cytokine production involved in immune response,39/2403,131/18994,0.297709924,2.353184474,5.9145902,1.67E-07,5.14E-06,4.37E-06,Tnfsf4/Slamf1/Fcer1a/Il1r1/Il10/B2m/Gata3/Prg2/Tlr7/Tlr2/Il21/Cd160/Rigi/Tnfrsf14/P2rx7/Il6/Clnk/Gimap3/Nod1/Irf5/Pycard/Calhm6/Nepn/Tlr3/Bst2/Htr2a/Lacc1/Tlr9/Ccr2/Casp1/Casp4/Epx/Scimp/Tbx21/Rsad2/H2-M3/Tnf/H2-T23/Cd74,39
GO:0002720,positive regulation of cytokine production involved in immune response,30/2403,88/18994,0.340909091,2.69464306,6.063971263,1.69E-07,5.18E-06,4.40E-06,Tnfsf4/Slamf1/Fcer1a/Il1r1/B2m/Gata3/Tlr7/Tlr2/Il21/Cd160/Rigi/Tnfrsf14/P2rx7/Il6/Clnk/Gimap3/Nod1/Irf5/Pycard/Tlr3/Htr2a/Lacc1/Casp1/Casp4/Scimp/Tbx21/Rsad2/H2-M3/H2-T23/Cd74,30
GO:0045954,positive regulation of natural killer cell mediated cytotoxicity,18/2403,38/18994,0.473684211,3.74413562,6.444087181,1.75E-07,5.32E-06,4.52E-06,Slamf6/Rasgrp1/Sh2d1a/Il21/Cd160/Il12a/Gimap3/Klrk1/Klrc3/Klri1/Klri2/Klrb1c/Lag3/Ulbp1/Raet1e/Crtam/H2-M3/H2-T23,18
GO:0007204,positive regulation of cytosolic calcium ion concentration,50/2403,188/18994,0.265957447,2.102203806,5.780028805,1.77E-07,5.35E-06,4.55E-06,Ackr3/Gpr35/Cxcr2/Cxcr1/Gata1/Cxcr3/Ptger3/Uts2/P2rx7/Cxcl3/Cxcl1/Cxcl2/Cxcl13/Gimap3/Calcr/Tac1/Cd4/C3ar1/P2ry2/Ednrb/Ptk2b/Htr2a/Cib2/Pml/Ccrl2/Xcr1/Ccr3/Ccr2/Ccr5/Ccr9/Cxcr6/Cx3cr1/Dlg4/Ccl3/Tac4/Fzd2/Gck/Galr2/Edn1/Ccl28/Bdkrb2/Gpr33/Cacna1i/Mchr1/Adcy5/Lhcgr/Fpr2/Bak1/Ccr6/Gng3,50
GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,35/2403,112/18994,0.3125,2.470089471,5.938355181,1.92E-07,5.78E-06,4.91E-06,Ccl20/Il17a/Il17f/B2m/Pglyrp3/S100a9/Ccl19/Ppbp/Pf4/Cxcl3/Cxcl1/Cxcl2/Cxcl9/Cxcl10/Ccl24/Cxcl13/Reg3b/Tac1/Lgals4/Ccl22/Cx3cl1/Ccl17/Rnase6/Camp/Ccl8/Ccl5/Ccl6/Ccl3/Ccl4/Ccl2/Ccl7/Ccl11/Cxcl14/Ccl28/Tslp,35
GO:0030217,T cell differentiation,77/2403,340/18994,0.226470588,1.79008837,5.594567643,1.93E-07,5.78E-06,4.91E-06,Stat4/Dusp10/Tnfsf4/Cd28/Slamf6/Ly9/Zap70/Ptprc/B2m/Dll4/Gata3/Rasgrp1/Il2rg/Il21/Cd1d1/Il12a/Lck/Wnt4/Pla2g2d/Ccl19/Cdk6/Fgl2/Pf4/Dtx1/Fosl2/Card11/Il6/Gimap1/Gimap3/Cd69/Cyp26b1/Cd27/Fancd2/Cd4/Lag3/Il27/Spn/Ascl2/Themis/Usp44/Vnn1/Il15/Fanca/Gpr18/Duxbl1/Pnp/Ccr2/Ccr9/Cd3g/Cd3d/Cd3e/Crtam/Ikzf3/Lgals9/Tcf7/Igtp/Tbx21/Irf1/Btn2a2/Sox4/Ctla2a/Prr7/Batf/Bcl11b/Rsad2/Lgals1/Socs1/H2-DMa/H2-Aa/H2-M3/H2-Oa/Ccr6/Btnl6/Egr1/Cd74/Anxa1/Tcirg1,77
GO:0034340,response to type I interferon,27/2403,75/18994,0.36,2.845543071,6.094570654,1.96E-07,5.84E-06,4.97E-06,Stat1/Ikbke/Sp100/Ifih1/Samhd1/Zbp1/Adar/Isg15/Oas1h/Oas1g/Oas1a/Oas2/Oas3/Oas1e/Oas1b/Oasl2/Oasl1/Usp18/Ifitm1/Ifitm3/Ifitm6/Irf7/Stat2/Nlrc5/Mmp12/Mx2/Sting1,27
GO:0140970,AIM2 inflammasome complex assembly,Oct-03,13/18994,0.769230769,6.080220238,6.973199007,2.05E-07,6.08E-06,5.17E-06,Ifi206/Ifi214/Ifi213/Ifi209/Ifi207/Mndal/Ifi203/Gbp5/Gbp2/Casp1,10
GO:0045787,positive regulation of cell cycle,77/2403,341/18994,0.225806452,1.784838844,5.565711895,2.19E-07,6.45E-06,5.49E-06,Sgo2a/Dtl/Cd28/Bard1/Kif14/Il10/Fam83d/Ncaph/Ube2c/Aurka/Knl1/Nusap1/Bub1/Edn3/Egf/Cenpe/Ect2/Psrc1/Sass6/Plk4/Wnt4/Cdc20/Cdca8/Smc2/Stil/Cdc7/Chek2/Rad51ap1/Ccnd2/Mad2l1/Hoxa13/Ncapd2/Ezh2/Kcnn4/Mrgprb1/E2f8/Ccne1/Ccnd1/Flt3l/Trim21/E2f7/Fbxo5/Cdk1/Smpd3/Calr/Fgfr1/Cenpj/Tgm1/Kif23/Cyp1a1/Drd2/Ooep/Cdc6/Brca1/Ccdc57/Sphk1/Spag5/Aurkb/Birc5/Edn1/Ccnb1/Rrm2/Ncapg2/Gen1/Racgap1/Adamts1/Hes1/Ddx11/Ndc80/Smoc2/Aif1/Tnf/Cdc25c/Ska1/Kif20b/Anxa1/Cdca5,77
GO:0060760,positive regulation of response to cytokine stimulus,25/2403,67/18994,0.373134328,2.949360563,6.083115659,2.49E-07,7.29E-06,6.20E-06,Ikbke/Il1r1/Ifih1/Cd40/C1qtnf4/Zbp1/Tlr2/Csf1/Rigi/Gfi1/Irf7/Nlrc5/Mmp12/Casp1/Casp4/Igtp/Irgm2/Irgm1/Edn1/Parp14/Parp9/Tslp/Ticam2/Sting1/Cd74,25
GO:0045619,regulation of lymphocyte differentiation,57/2403,228/18994,0.25,1.976071577,5.642877493,2.50E-07,7.29E-06,6.20E-06,Dusp10/Tnfsf4/Cd28/Slamf8/Zap70/Il10/Ptprc/Gata3/Il15ra/Rasgrp1/Il2rg/Il21/Cd1d1/Il12a/Pglyrp3/Lck/Ccl19/Fgl2/Pf4/Dtx1/Card11/Il6/Gimap3/Cd69/Cyp26b1/Cd27/Fancd2/Ptpn6/Lag3/Il27/Flt3l/Ascl2/Vnn1/Il15/Fanca/Duxbl1/Pnp/Tlr9/Ccr2/Crtam/Ikzf3/Lgals9/Tcf7/Tbx21/Irf1/Btn2a2/Sox4/Ctla2a/Lgals1/Socs1/H2-DMa/H2-Aa/H2-M3/Pglyrp2/H2-Oa/Cd74/Anxa1,57
GO:0032606,type I interferon production,40/2403,138/18994,0.289855072,2.291097481,5.793102064,2.58E-07,7.49E-06,6.37E-06,Stat1/Ikbke/Ifih1/Siglec1/Nmi/Pola1/Tlr7/Tlr2/Gbp7/Isg15/Rigi/Gbp4/Oas1h/Oas1g/Oas1a/Oas2/Oas3/Oas1e/Oas1b/Irf5/Pycard/Irf7/Tlr3/Irf8/Acod1/Irf9/Tlr9/Cgas/Mmp12/Rnf135/Igtp/Irgm2/Xaf1/Irf1/Irgm1/Dhx58/Rnf125/Ticam2/Sting1/Cd14,40
GO:0010466,negative regulation of peptidase activity,54/2403,213/18994,0.253521127,2.003903571,5.607377987,3.17E-07,9.15E-06,7.78E-06,Cflar/Serpinb5/Serpinb11/Serpinb7/Serpinb8/Ifi206/Ifi214/Ifi213/Ifi209/Ifi207/Mndal/Ifi203/Pi15/Wfdc3/Mmp9/Thbs1/Serping1/Cst7/Cst8/Gpc3/Timp1/Sfrp2/Spink4/Serpine1/A2ml1/Aqp1/Snca/A2m/Tfpi2/Plaur/Wfdc1/Ngp/Wnt9a/Birc5/Serpinb9/Serpina3b/Serpina3f/Serpina3g/Serpina3i/Papln/Nr4a1/Stfa2l1/Cstdc4/Csta2/Stfa1/Cstdc6/Cstdc5/Stfa2/Stfa3/Pi16/Tnf/Wfikkn1/Spink1/Spink5,54
GO:0050000,chromosome localization,36/2403,119/18994,0.302521008,2.391212665,5.793765469,3.18E-07,9.16E-06,7.79E-06,Cenpf/Nsl1/Nuf2/Kif14/Fam83d/Kif18a/Knl1/Knstrn/Spo11/Cenpe/Ect2/Psrc1/Cdca8/Kif2c/Ankrd53/Kif22/Cdk1/Atm/Ttk/Spc24/Ska2/Tex14/Spag5/Aurkb/Birc5/Spdl1/Ccnb1/Racgap1/Spice1/Sgo1/Ndc80/Kifc5b/Kifc1/Ska1/Majin/Cdca5,36
GO:0032479,regulation of type I interferon production,39/2403,134/18994,0.291044776,2.300501239,5.749495166,3.22E-07,9.22E-06,7.84E-06,Stat1/Ikbke/Ifih1/Siglec1/Nmi/Pola1/Tlr7/Tlr2/Gbp7/Isg15/Rigi/Gbp4/Oas1h/Oas1g/Oas1a/Oas2/Oas3/Oas1e/Oas1b/Irf5/Pycard/Irf7/Tlr3/Irf8/Acod1/Tlr9/Cgas/Mmp12/Rnf135/Igtp/Irgm2/Xaf1/Irf1/Irgm1/Dhx58/Rnf125/Ticam2/Sting1/Cd14,39
GO:0001774,microglial cell activation,21/2403,51/18994,0.411764706,3.254706127,6.136038011,3.27E-07,9.30E-06,7.91E-06,Cst7/Tlr2/C1qa/Stap1/Kcnj8/Snca/Ctsc/Kcnn4/Ifngr1/Tlr3/Cx3cl1/Tlr9/Atm/Cx3cr1/Casp1/Sphk1/Grn/Il13/Nampt/Aif1/Tnf,21
GO:0035455,response to interferon-alpha,16/2403,32/18994,0.5,3.952143154,6.360741104,3.32E-07,9.43E-06,8.02E-06,Ifi204/Gata3/Adar/Oas1h/Oas1g/Oas1a/Oas1e/Oas1b/Ifitm1/Ifitm3/Ifitm6/Bst2/Tgtp1/Eif2ak2/Ifit2/Ifit1,16
GO:0060337,type I interferon-mediated signaling pathway,25/2403,68/18994,0.367647059,2.905987614,5.99214757,3.46E-07,9.73E-06,8.28E-06,Stat1/Ikbke/Ifih1/Samhd1/Zbp1/Adar/Isg15/Oas1h/Oas1g/Oas1a/Oas2/Oas3/Oas1e/Oas1b/Oasl2/Oasl1/Usp18/Ifitm1/Ifitm3/Ifitm6/Irf7/Stat2/Nlrc5/Mmp12/Sting1,25
GO:0071357,cellular response to type I interferon,25/2403,68/18994,0.367647059,2.905987614,5.99214757,3.46E-07,9.73E-06,8.28E-06,Stat1/Ikbke/Ifih1/Samhd1/Zbp1/Adar/Isg15/Oas1h/Oas1g/Oas1a/Oas2/Oas3/Oas1e/Oas1b/Oasl2/Oasl1/Usp18/Ifitm1/Ifitm3/Ifitm6/Irf7/Stat2/Nlrc5/Mmp12/Sting1,25
GO:0032651,regulation of interleukin-1 beta production,32/2403,100/18994,0.32,2.529371619,5.835639549,3.48E-07,9.73E-06,8.28E-06,Il17a/Ifi206/Ifi214/Ifi213/Ifi209/Ifi207/Mndal/Ifi203/Tlr2/Gbp5/Ccl19/P2rx7/Il6/Nod1/Chrna7/Pycard/Lilra5/Pml/Ccr5/Cx3cr1/Casp1/Casp4/Tmem106a/Nlrp1a/Nlrp1b/Ccl3/Sphk1/Gsdmd/Mefv/Nlrc4/Tnf/Egr1,32
GO:0140971,regulation of AIM2 inflammasome complex assembly,Sep-03,11/18994,0.818181818,6.467143344,6.902585065,3.54E-07,9.86E-06,8.38E-06,Ifi206/Ifi214/Ifi213/Ifi209/Ifi207/Mndal/Ifi203/Gbp5/Gbp2,9
